hour_beginning,pedestrians,to_manhattan,to_brooklyn,weather_summary,temperature,precipitation,events
2018-04-24 05:00:00,37,23,14,clear-night,44.0,0.0,
2018-04-24 06:00:00,119,65,54,clear-night,44.0,0.0,
2018-04-24 07:00:00,232,93,139,clear-day,45.0,0.0,
2018-04-24 08:00:00,424,154,270,clear-day,50.0,0.0046,
2018-04-24 09:00:00,711,387,324,clear-day,53.0,0.0,
2018-04-24 10:00:00,1361,777,584,clear-day,56.0,0.0,
2018-04-24 11:00:00,1775,866,909,clear-day,59.0,0.0,
2018-04-24 12:00:00,1805,772,1033,partly-cloudy-day,61.0,0.0,
2018-04-24 13:00:00,1767,811,956,clear-day,61.0,0.0,
2018-04-24 14:00:00,1840,829,1011,clear-day,62.0,0.0,
2018-04-24 15:00:00,1778,755,1023,clear-day,61.0,0.0008,
2018-04-24 16:00:00,1690,742,948,clear-day,59.0,0.0,
2018-04-24 17:00:00,1529,732,797,clear-day,58.0,0.0,
2018-04-24 18:00:00,1236,646,590,partly-cloudy-day,57.0,0.0,
2018-04-24 19:00:00,738,344,394,partly-cloudy-day,56.0,0.0,
2018-04-24 20:00:00,474,204,270,partly-cloudy-night,55.0,0.0,
2018-04-24 21:00:00,219,86,133,partly-cloudy-night,54.0,0.0,
2018-04-24 22:00:00,39,27,12,partly-cloudy-night,54.0,0.0,
2018-04-24 23:00:00,36,30,6,partly-cloudy-night,53.0,0.0026,
2018-04-25 00:00:00,13,10,3,partly-cloudy-night,53.0,0.0148,
2018-04-25 01:00:00,6,4,2,partly-cloudy-night,52.0,0.0161,
2018-04-25 02:00:00,3,2,1,partly-cloudy-night,52.0,0.0128,
2018-04-25 03:00:00,3,2,1,partly-cloudy-night,52.0,0.0084,
2018-04-25 04:00:00,1,0,1,partly-cloudy-night,52.0,0.0207,
2018-04-25 05:00:00,7,4,3,cloudy,53.0,0.0123,
2018-04-25 06:00:00,17,11,6,cloudy,54.0,0.0225,
2018-04-25 07:00:00,34,10,24,rain,54.0,0.0647,
2018-04-25 08:00:00,52,14,38,rain,54.0,0.0811,
2018-04-25 09:00:00,97,44,53,rain,55.0,0.0452,
2018-04-25 10:00:00,252,128,124,rain,55.0,0.0364,
2018-04-25 11:00:00,336,162,174,rain,55.0,0.034,
2018-04-25 12:00:00,349,168,181,rain,56.0,0.0387,
2018-04-25 13:00:00,462,230,232,rain,57.0,0.0511,
2018-04-25 14:00:00,445,220,225,rain,57.0,0.033,
2018-04-25 15:00:00,376,197,179,fog,57.0,0.0223,
2018-04-25 16:00:00,449,244,205,cloudy,56.0,0.0122,
2018-04-25 17:00:00,719,419,300,cloudy,56.0,0.0024,
2018-04-25 18:00:00,501,289,212,cloudy,56.0,0.0008,
2018-04-25 19:00:00,432,251,181,cloudy,55.0,0.0004,
2018-04-25 20:00:00,173,97,76,fog,54.0,0.0047,
2018-04-25 21:00:00,101,56,45,fog,54.0,0.0018,
2018-04-25 22:00:00,75,51,24,fog,54.0,0.0004,
2018-04-25 23:00:00,58,32,26,cloudy,53.0,0.0012,
2018-04-26 00:00:00,12,7,5,partly-cloudy-night,54.0,0.0068,
2018-04-26 01:00:00,0,0,0,rain,53.0,0.0491,
2018-04-26 02:00:00,3,2,1,rain,53.0,0.0335,
2018-04-26 03:00:00,1,0,1,partly-cloudy-night,54.0,0.0016,
2018-04-26 04:00:00,4,2,2,partly-cloudy-night,55.0,0.0027,
2018-04-26 05:00:00,32,20,12,partly-cloudy-night,56.0,0.0,
2018-04-26 06:00:00,172,85,87,partly-cloudy-night,55.0,0.0002,
2018-04-26 07:00:00,261,103,158,partly-cloudy-day,55.0,0.0,
2018-04-26 08:00:00,510,171,339,partly-cloudy-day,56.0,0.0,
2018-04-26 09:00:00,797,425,372,clear-day,56.0,0.0002,
2018-04-26 10:00:00,1606,939,667,clear-day,57.0,0.0027,
2018-04-26 11:00:00,2035,995,1040,clear-day,59.0,0.0,
2018-04-26 12:00:00,2187,1009,1178,clear-day,60.0,0.0011,
2018-04-26 13:00:00,2290,990,1300,clear-day,62.0,0.0,
2018-04-26 14:00:00,2261,1041,1220,clear-day,65.0,0.0,
2018-04-26 15:00:00,2663,1207,1456,clear-day,66.0,0.0,
2018-04-26 16:00:00,2537,1213,1324,clear-day,67.0,0.0004,
2018-04-26 17:00:00,2501,1245,1256,clear-day,67.0,0.0,
2018-04-26 18:00:00,1996,1046,950,clear-day,67.0,0.0,
2018-04-26 19:00:00,1613,817,796,clear-day,65.0,0.0,
2018-04-26 20:00:00,860,327,533,clear-night,63.0,0.0,
2018-04-26 21:00:00,511,230,281,clear-night,62.0,0.0,
2018-04-26 22:00:00,363,179,184,clear-night,59.0,0.0,
2018-04-26 23:00:00,213,120,93,clear-night,58.0,0.0,
2018-04-27 00:00:00,62,30,32,clear-night,57.0,0.0,
2018-04-27 01:00:00,30,16,14,clear-night,56.0,0.0,
2018-04-27 02:00:00,6,0,6,clear-night,55.0,0.0,
2018-04-27 03:00:00,14,7,7,clear-night,55.0,0.0,
2018-04-27 04:00:00,12,8,4,clear-night,55.0,0.0,
2018-04-27 05:00:00,30,16,14,clear-night,54.0,0.0,
2018-04-27 06:00:00,138,65,73,cloudy,53.0,0.0,
2018-04-27 07:00:00,189,75,114,clear-day,54.0,0.0,
2018-04-27 08:00:00,227,87,140,partly-cloudy-day,54.0,0.0,
2018-04-27 09:00:00,239,132,107,partly-cloudy-day,53.0,0.0124,
2018-04-27 10:00:00,629,396,233,partly-cloudy-day,53.0,0.0054,
2018-04-27 11:00:00,719,297,422,partly-cloudy-day,53.0,0.0073,
2018-04-27 12:00:00,650,370,280,rain,55.0,0.054,
2018-04-27 13:00:00,1028,536,492,partly-cloudy-day,53.0,0.0045,
2018-04-27 14:00:00,1253,595,658,partly-cloudy-day,53.0,0.0002,
2018-04-27 15:00:00,1181,503,678,partly-cloudy-day,52.0,0.0011,
2018-04-27 16:00:00,950,520,430,cloudy,52.0,0.0006,
2018-04-27 17:00:00,1018,538,480,cloudy,51.0,0.0017,
2018-04-27 18:00:00,708,405,303,cloudy,54.0,0.0032,
2018-04-27 19:00:00,565,300,265,partly-cloudy-day,51.0,0.0007,
2018-04-27 20:00:00,321,159,162,partly-cloudy-night,51.0,0.0008,
2018-04-27 21:00:00,260,151,109,partly-cloudy-night,52.0,0.0,
2018-04-27 22:00:00,263,139,124,partly-cloudy-night,52.0,0.0,
2018-04-27 23:00:00,80,38,42,partly-cloudy-night,52.0,0.0,
2018-04-28 00:00:00,61,43,18,partly-cloudy-night,52.0,0.0,
2018-04-28 01:00:00,21,14,7,partly-cloudy-night,50.0,0.0017,
2018-04-28 02:00:00,11,3,8,partly-cloudy-night,50.0,0.0,
2018-04-28 03:00:00,1,1,0,partly-cloudy-night,50.0,0.0,
2018-04-28 04:00:00,7,4,3,partly-cloudy-night,50.0,0.0,
2018-04-28 05:00:00,23,19,4,partly-cloudy-night,49.0,0.0,
2018-04-28 06:00:00,74,33,41,partly-cloudy-night,48.0,0.0,
2018-04-28 07:00:00,198,100,98,partly-cloudy-day,48.0,0.0005,
2018-04-28 08:00:00,433,228,205,partly-cloudy-day,50.0,0.0003,
2018-04-28 09:00:00,943,541,402,partly-cloudy-day,51.0,0.0,
2018-04-28 10:00:00,2157,1336,821,partly-cloudy-day,53.0,0.0,
2018-04-28 11:00:00,2928,1489,1439,partly-cloudy-day,57.0,0.0,
2018-04-28 12:00:00,3325,1783,1542,partly-cloudy-day,60.0,0.0,
2018-04-28 13:00:00,3539,1703,1836,partly-cloudy-day,62.0,0.0014,
2018-04-28 14:00:00,3831,1846,1985,clear-day,64.0,0.0,
2018-04-28 15:00:00,3812,1826,1986,clear-day,64.0,0.0,
2018-04-28 16:00:00,3638,1484,2154,clear-day,63.0,0.0,
2018-04-28 17:00:00,3350,1313,2037,clear-day,62.0,0.0012,
2018-04-28 18:00:00,2670,1042,1628,clear-day,61.0,0.0006,
2018-04-28 19:00:00,1972,703,1269,clear-day,58.0,0.0,
2018-04-28 20:00:00,603,225,378,rain,56.0,0.0383,
2018-04-28 21:00:00,169,108,61,rain,55.0,0.0665,
2018-04-28 22:00:00,82,65,17,rain,54.0,0.04,
2018-04-28 23:00:00,46,40,6,rain,55.0,0.0563,
2018-04-29 00:00:00,21,13,8,cloudy,53.0,0.0069,
2018-04-29 01:00:00,24,16,8,partly-cloudy-night,53.0,0.0116,
2018-04-29 02:00:00,13,9,4,cloudy,53.0,0.0069,
2018-04-29 03:00:00,6,5,1,partly-cloudy-night,52.0,0.0142,
2018-04-29 04:00:00,7,5,2,rain,52.0,0.2161,
2018-04-29 05:00:00,10,8,2,cloudy,53.0,0.0184,
2018-04-29 06:00:00,37,14,23,partly-cloudy-night,51.0,0.0011,
2018-04-29 07:00:00,78,46,32,partly-cloudy-day,49.0,0.0045,
2018-04-29 08:00:00,248,148,100,partly-cloudy-day,49.0,0.0013,
2018-04-29 09:00:00,656,442,214,partly-cloudy-day,49.0,0.0003,
2018-04-29 10:00:00,1524,879,645,partly-cloudy-day,50.0,0.0006,
2018-04-29 11:00:00,2013,1134,879,partly-cloudy-day,54.0,0.0022,
2018-04-29 12:00:00,2414,1150,1264,partly-cloudy-day,55.0,0.001,
2018-04-29 13:00:00,3149,1462,1687,partly-cloudy-day,55.0,0.0,
2018-04-29 14:00:00,2788,1165,1623,partly-cloudy-day,55.0,0.0,
2018-04-29 15:00:00,2982,1237,1745,partly-cloudy-day,55.0,0.0,
2018-04-29 16:00:00,2829,1091,1738,partly-cloudy-day,55.0,0.0,
2018-04-29 17:00:00,2636,1029,1607,partly-cloudy-day,54.0,0.0,
2018-04-29 18:00:00,1835,615,1220,partly-cloudy-day,52.0,0.0,
2018-04-29 19:00:00,1099,457,642,partly-cloudy-day,51.0,0.0,
2018-04-29 20:00:00,693,265,428,partly-cloudy-night,49.0,0.0,
2018-04-29 21:00:00,321,128,193,partly-cloudy-night,47.0,0.0,
2018-04-29 22:00:00,137,46,91,clear-night,47.0,0.0,
2018-04-29 23:00:00,68,26,42,partly-cloudy-night,47.0,0.0,
2018-04-30 00:00:00,34,14,20,partly-cloudy-night,47.0,0.0,
2018-04-30 01:00:00,12,3,9,partly-cloudy-night,47.0,0.0,
2018-04-30 02:00:00,8,5,3,partly-cloudy-night,47.0,0.0,
2018-04-30 03:00:00,3,0,3,partly-cloudy-night,46.0,0.0,
2018-04-30 04:00:00,2,0,2,clear-night,46.0,0.0,
2018-04-30 05:00:00,43,21,22,partly-cloudy-night,46.0,0.0,
2018-04-30 06:00:00,92,42,50,partly-cloudy-night,46.0,0.0,
2018-04-30 07:00:00,163,70,93,partly-cloudy-day,46.0,0.0,
2018-04-30 08:00:00,384,168,216,partly-cloudy-day,47.0,0.0,
2018-04-30 09:00:00,577,279,298,partly-cloudy-day,49.0,0.0,
2018-04-30 10:00:00,1093,627,466,partly-cloudy-day,48.0,0.0,
2018-04-30 11:00:00,1183,536,647,partly-cloudy-day,47.0,0.0004,
2018-04-30 12:00:00,1239,562,677,partly-cloudy-day,45.0,0.0022,
2018-04-30 13:00:00,1301,590,711,partly-cloudy-day,47.0,0.0003,
2018-04-30 14:00:00,1333,564,769,partly-cloudy-day,50.0,0.0,
2018-04-30 15:00:00,870,395,475,partly-cloudy-day,49.0,0.0028,
2018-04-30 16:00:00,842,392,450,partly-cloudy-day,48.0,0.0032,
2018-04-30 17:00:00,664,288,376,partly-cloudy-day,49.0,0.0019,
2018-04-30 18:00:00,513,336,177,partly-cloudy-day,48.0,0.006,
2018-04-30 19:00:00,308,182,126,partly-cloudy-day,48.0,0.006,
2018-04-30 20:00:00,181,94,87,partly-cloudy-night,48.0,0.0028,
2018-04-30 21:00:00,188,96,92,partly-cloudy-night,48.0,0.0004,
2018-04-30 22:00:00,125,43,82,partly-cloudy-night,48.0,0.0003,
2018-04-30 23:00:00,48,19,29,partly-cloudy-night,49.0,0.0004,
2018-05-01 00:00:00,52,17,35,partly-cloudy-night,47.0,0.0,
2018-05-01 01:00:00,8,4,4,partly-cloudy-night,48.0,0.0,
2018-05-01 02:00:00,2,1,1,partly-cloudy-night,47.0,0.0,
2018-05-01 03:00:00,1,0,1,partly-cloudy-night,47.0,0.0,
2018-05-01 04:00:00,5,3,2,partly-cloudy-night,47.0,0.0,
2018-05-01 05:00:00,57,33,24,partly-cloudy-night,47.0,0.0,
2018-05-01 06:00:00,177,81,96,partly-cloudy-night,46.0,0.0,
2018-05-01 07:00:00,258,115,143,clear-day,46.0,0.0,
2018-05-01 08:00:00,609,220,389,clear-day,52.0,0.0,
2018-05-01 09:00:00,886,489,397,clear-day,56.0,0.0,
2018-05-01 10:00:00,1626,979,647,clear-day,61.0,0.0027,
2018-05-01 11:00:00,2180,1028,1152,clear-day,66.0,0.0,
2018-05-01 12:00:00,2517,1116,1401,clear-day,71.0,0.0003,
2018-05-01 13:00:00,2307,966,1341,clear-day,72.0,0.0011,
2018-05-01 14:00:00,2442,1032,1410,clear-day,74.0,0.0,
2018-05-01 15:00:00,2384,1008,1376,clear-day,76.0,0.0024,
2018-05-01 16:00:00,2237,1021,1216,clear-day,78.0,0.0,
2018-05-01 17:00:00,2144,1109,1035,clear-day,78.0,0.001,
2018-05-01 18:00:00,2035,1178,857,clear-day,78.0,0.0013,
2018-05-01 19:00:00,1579,865,714,clear-day,76.0,0.0014,
2018-05-01 20:00:00,1066,424,642,clear-night,74.0,0.0,
2018-05-01 21:00:00,570,185,385,clear-night,71.0,0.0048,
2018-05-01 22:00:00,289,114,175,clear-night,70.0,0.0,
2018-05-01 23:00:00,185,111,74,clear-night,68.0,0.0,
2018-05-02 00:00:00,63,37,26,clear-night,65.0,0.0,
2018-05-02 01:00:00,39,19,20,clear-night,66.0,0.0,
2018-05-02 02:00:00,26,8,18,clear-night,65.0,0.0,
2018-05-02 03:00:00,2,0,2,clear-night,63.0,0.0,
2018-05-02 04:00:00,7,3,4,clear-night,62.0,0.0,
2018-05-02 05:00:00,65,43,22,clear-night,61.0,0.0,
2018-05-02 06:00:00,255,113,142,clear-day,60.0,0.0,
2018-05-02 07:00:00,359,163,196,clear-day,59.0,0.0015,
2018-05-02 08:00:00,606,189,417,clear-day,64.0,0.0019,
2018-05-02 09:00:00,759,372,387,clear-day,71.0,0.0,
2018-05-02 10:00:00,1379,831,548,clear-day,76.0,0.0,
2018-05-02 11:00:00,1747,875,872,clear-day,80.0,0.0,
2018-05-02 12:00:00,2022,942,1080,partly-cloudy-day,83.0,0.0,
2018-05-02 13:00:00,1861,888,973,clear-day,86.0,0.0,
2018-05-02 14:00:00,1787,832,955,clear-day,88.0,0.0006,
2018-05-02 15:00:00,1884,879,1005,clear-day,89.0,0.0,
2018-05-02 16:00:00,1860,899,961,partly-cloudy-day,90.0,0.0002,
2018-05-02 17:00:00,1890,1006,884,partly-cloudy-day,86.0,0.0011,
2018-05-02 18:00:00,1907,1188,719,clear-day,85.0,0.0,
2018-05-02 19:00:00,1550,805,745,partly-cloudy-day,84.0,0.0012,
2018-05-02 20:00:00,1025,425,600,partly-cloudy-night,83.0,0.0004,
2018-05-02 21:00:00,596,259,337,partly-cloudy-night,80.0,0.0009,
2018-05-02 22:00:00,304,138,166,partly-cloudy-night,78.0,0.0,
2018-05-02 23:00:00,189,110,79,partly-cloudy-night,76.0,0.0,
2018-05-03 00:00:00,47,22,25,clear-night,75.0,0.0,
2018-05-03 01:00:00,20,16,4,clear-night,73.0,0.0,
2018-05-03 02:00:00,19,9,10,clear-night,71.0,0.0,
2018-05-03 03:00:00,12,8,4,clear-night,69.0,0.0,
2018-05-03 04:00:00,7,2,5,clear-night,69.0,0.0,
2018-05-03 05:00:00,59,35,24,clear-night,67.0,0.0,
2018-05-03 06:00:00,200,88,112,clear-day,67.0,0.0,
2018-05-03 07:00:00,335,122,213,clear-day,67.0,0.0,
2018-05-03 08:00:00,506,180,326,clear-day,71.0,0.0,
2018-05-03 09:00:00,738,323,415,clear-day,75.0,0.0,
2018-05-03 10:00:00,1453,880,573,clear-day,79.0,0.0,
2018-05-03 11:00:00,1747,903,844,clear-day,83.0,0.0,
2018-05-03 12:00:00,1565,771,794,clear-day,85.0,0.0,
2018-05-03 13:00:00,1713,803,910,clear-day,86.0,0.0,
2018-05-03 14:00:00,1758,706,1052,partly-cloudy-day,88.0,0.0,
2018-05-03 15:00:00,1722,765,957,clear-day,89.0,0.0,
2018-05-03 16:00:00,1484,718,766,clear-day,89.0,0.0,
2018-05-03 17:00:00,1814,1017,797,clear-day,89.0,0.0,
2018-05-03 18:00:00,1676,967,709,clear-day,88.0,0.0,
2018-05-03 19:00:00,1326,543,783,clear-day,85.0,0.0027,
2018-05-03 20:00:00,687,273,414,rain,74.0,0.038,
2018-05-03 21:00:00,544,246,298,partly-cloudy-night,72.0,0.0045,
2018-05-03 22:00:00,355,177,178,partly-cloudy-night,71.0,0.0004,
2018-05-03 23:00:00,166,78,88,partly-cloudy-night,71.0,0.0054,
2018-05-04 00:00:00,66,43,23,partly-cloudy-night,70.0,0.0039,
2018-05-04 01:00:00,34,10,24,partly-cloudy-night,69.0,0.0,
2018-05-04 02:00:00,21,13,8,clear-night,68.0,0.0,
2018-05-04 03:00:00,6,2,4,partly-cloudy-night,68.0,0.0003,
2018-05-04 04:00:00,8,6,2,clear-night,68.0,0.0,
2018-05-04 05:00:00,37,24,13,partly-cloudy-night,68.0,0.0,
2018-05-04 06:00:00,192,95,97,clear-day,68.0,0.0,
2018-05-04 07:00:00,279,156,123,clear-day,68.0,0.0,
2018-05-04 08:00:00,516,219,297,partly-cloudy-day,72.0,0.0014,
2018-05-04 09:00:00,857,512,345,partly-cloudy-day,72.0,0.0,
2018-05-04 10:00:00,1536,787,749,partly-cloudy-day,72.0,0.0035,
2018-05-04 11:00:00,1835,932,903,partly-cloudy-day,73.0,0.0025,
2018-05-04 12:00:00,2223,1008,1215,partly-cloudy-day,74.0,0.0006,
2018-05-04 13:00:00,2003,917,1086,partly-cloudy-day,75.0,0.0003,
2018-05-04 14:00:00,1967,921,1046,clear-day,78.0,0.0,
2018-05-04 15:00:00,2125,1108,1017,clear-day,80.0,0.0,
2018-05-04 16:00:00,2050,893,1157,clear-day,79.0,0.0,
2018-05-04 17:00:00,2111,1103,1008,clear-day,80.0,0.0,
2018-05-04 18:00:00,1600,883,717,clear-day,78.0,0.0,
2018-05-04 19:00:00,1264,680,584,clear-day,80.0,0.0,
2018-05-04 20:00:00,938,394,544,partly-cloudy-night,80.0,0.0,
2018-05-04 21:00:00,673,289,384,partly-cloudy-night,76.0,0.0,
2018-05-04 22:00:00,364,141,223,clear-night,79.0,0.0,
2018-05-04 23:00:00,308,181,127,clear-night,79.0,0.0,
2018-05-05 00:00:00,185,102,83,clear-night,75.0,0.0,Cinco de Mayo
2018-05-05 01:00:00,62,24,38,partly-cloudy-night,74.0,0.0,Cinco de Mayo
2018-05-05 02:00:00,32,9,23,partly-cloudy-night,71.0,0.0,Cinco de Mayo
2018-05-05 03:00:00,24,16,8,partly-cloudy-night,69.0,0.0,Cinco de Mayo
2018-05-05 04:00:00,18,11,7,clear-night,67.0,0.0,Cinco de Mayo
2018-05-05 05:00:00,39,28,11,clear-night,64.0,0.0,Cinco de Mayo
2018-05-05 06:00:00,113,57,56,clear-day,62.0,0.0,Cinco de Mayo
2018-05-05 07:00:00,219,111,108,clear-day,61.0,0.0,Cinco de Mayo
2018-05-05 08:00:00,475,235,240,clear-day,61.0,0.0,Cinco de Mayo
2018-05-05 09:00:00,852,544,308,clear-day,61.0,0.0,Cinco de Mayo
2018-05-05 10:00:00,1759,1016,743,clear-day,63.0,0.0,Cinco de Mayo
2018-05-05 11:00:00,2454,1353,1101,clear-day,65.0,0.0,Cinco de Mayo
2018-05-05 12:00:00,2854,1574,1280,clear-day,68.0,0.0,Cinco de Mayo
2018-05-05 13:00:00,2874,1456,1418,clear-day,70.0,0.0,Cinco de Mayo
2018-05-05 14:00:00,3235,1430,1805,clear-day,71.0,0.0,Cinco de Mayo
2018-05-05 15:00:00,3390,1490,1900,clear-day,71.0,0.0,Cinco de Mayo
2018-05-05 16:00:00,3255,1292,1963,clear-day,71.0,0.0,Cinco de Mayo
2018-05-05 17:00:00,2956,1239,1717,clear-day,70.0,0.0,Cinco de Mayo
2018-05-05 18:00:00,2405,934,1471,partly-cloudy-day,69.0,0.0,Cinco de Mayo
2018-05-05 19:00:00,1606,575,1031,clear-day,66.0,0.0,Cinco de Mayo
2018-05-05 20:00:00,1006,401,605,clear-night,65.0,0.0,Cinco de Mayo
2018-05-05 21:00:00,708,265,443,clear-night,65.0,0.0,Cinco de Mayo
2018-05-05 22:00:00,342,168,174,partly-cloudy-night,64.0,0.0,Cinco de Mayo
2018-05-05 23:00:00,218,123,95,partly-cloudy-night,64.0,0.0,Cinco de Mayo
2018-05-06 00:00:00,149,86,63,partly-cloudy-night,63.0,0.0,
2018-05-06 01:00:00,76,24,52,partly-cloudy-night,63.0,0.0,
2018-05-06 02:00:00,30,18,12,partly-cloudy-night,61.0,0.0,
2018-05-06 03:00:00,14,6,8,partly-cloudy-night,60.0,0.0,
2018-05-06 04:00:00,7,5,2,partly-cloudy-night,60.0,0.0,
2018-05-06 05:00:00,19,11,8,cloudy,60.0,0.0007,
2018-05-06 06:00:00,132,52,80,partly-cloudy-day,59.0,0.0016,
2018-05-06 07:00:00,220,59,161,partly-cloudy-day,59.0,0.0038,
2018-05-06 08:00:00,338,155,183,cloudy,60.0,0.0167,
2018-05-06 09:00:00,617,352,265,cloudy,60.0,0.0224,
2018-05-06 10:00:00,1223,776,447,partly-cloudy-day,60.0,0.0157,
2018-05-06 11:00:00,1660,698,962,partly-cloudy-day,60.0,0.0065,
2018-05-06 12:00:00,1838,835,1003,cloudy,64.0,0.0019,
2018-05-06 13:00:00,1889,874,1015,cloudy,65.0,0.001,
2018-05-06 14:00:00,2153,986,1167,partly-cloudy-day,62.0,0.0,
2018-05-06 15:00:00,2033,868,1165,cloudy,69.0,0.0002,
2018-05-06 16:00:00,1878,808,1070,partly-cloudy-day,62.0,0.0,
2018-05-06 17:00:00,1677,766,911,cloudy,62.0,0.0,
2018-05-06 18:00:00,1298,533,765,partly-cloudy-day,61.0,0.0,
2018-05-06 19:00:00,861,399,462,cloudy,60.0,0.0017,
2018-05-06 20:00:00,697,330,367,partly-cloudy-night,59.0,0.0004,
2018-05-06 21:00:00,358,151,207,partly-cloudy-night,58.0,0.0048,
2018-05-06 22:00:00,234,118,116,partly-cloudy-night,57.0,0.0043,
2018-05-06 23:00:00,107,47,60,partly-cloudy-night,56.0,0.0,
2018-05-07 00:00:00,40,17,23,partly-cloudy-night,57.0,0.0,
2018-05-07 01:00:00,26,12,14,partly-cloudy-night,57.0,0.0,
2018-05-07 02:00:00,6,2,4,partly-cloudy-night,56.0,0.0,
2018-05-07 03:00:00,7,1,6,partly-cloudy-night,55.0,0.0,
2018-05-07 04:00:00,3,1,2,clear-night,54.0,0.0004,
2018-05-07 05:00:00,34,19,15,clear-night,53.0,0.0,
2018-05-07 06:00:00,144,67,77,clear-day,53.0,0.0,
2018-05-07 07:00:00,227,95,132,clear-day,54.0,0.0,
2018-05-07 08:00:00,466,180,286,clear-day,57.0,0.0,
2018-05-07 09:00:00,719,365,354,partly-cloudy-day,61.0,0.0002,
2018-05-07 10:00:00,1445,826,619,partly-cloudy-day,62.0,0.0,
2018-05-07 11:00:00,2035,1068,967,partly-cloudy-day,68.0,0.0,
2018-05-07 12:00:00,2206,983,1223,partly-cloudy-day,71.0,0.0,
2018-05-07 13:00:00,2150,948,1202,partly-cloudy-day,73.0,0.0002,
2018-05-07 14:00:00,2180,1018,1162,clear-day,75.0,0.0,
2018-05-07 15:00:00,2244,1045,1199,clear-day,76.0,0.0004,
2018-05-07 16:00:00,2285,1037,1248,partly-cloudy-day,75.0,0.0,
2018-05-07 17:00:00,2225,1064,1161,partly-cloudy-day,69.0,0.0,
2018-05-07 18:00:00,1968,1102,866,partly-cloudy-day,66.0,0.0,
2018-05-07 19:00:00,1389,693,696,partly-cloudy-day,64.0,0.0,
2018-05-07 20:00:00,853,316,537,partly-cloudy-night,61.0,0.0,
2018-05-07 21:00:00,425,166,259,partly-cloudy-night,60.0,0.0,
2018-05-07 22:00:00,163,65,98,partly-cloudy-night,58.0,0.0,
2018-05-07 23:00:00,92,36,56,clear-night,56.0,0.0,
2018-05-08 00:00:00,29,17,12,clear-night,55.0,0.0,
2018-05-08 01:00:00,29,16,13,clear-night,54.0,0.0,
2018-05-08 02:00:00,7,3,4,clear-night,53.0,0.0,
2018-05-08 03:00:00,7,0,7,clear-night,53.0,0.0,
2018-05-08 04:00:00,12,5,7,clear-night,52.0,0.0,
2018-05-08 05:00:00,59,38,21,clear-night,52.0,0.0,
2018-05-08 06:00:00,197,81,116,clear-day,51.0,0.0,
2018-05-08 07:00:00,324,135,189,clear-day,54.0,0.0,
2018-05-08 08:00:00,534,194,340,clear-day,56.0,0.0,
2018-05-08 09:00:00,719,342,377,clear-day,60.0,0.0,
2018-05-08 10:00:00,1227,672,555,clear-day,63.0,0.0,
2018-05-08 11:00:00,1752,848,904,clear-day,64.0,0.0,
2018-05-08 12:00:00,2010,969,1041,clear-day,66.0,0.0,
2018-05-08 13:00:00,2068,926,1142,clear-day,67.0,0.0,
2018-05-08 14:00:00,2087,891,1196,clear-day,67.0,0.0,
2018-05-08 15:00:00,2117,1010,1107,clear-day,68.0,0.0,
2018-05-08 16:00:00,2156,1035,1121,clear-day,67.0,0.0,
2018-05-08 17:00:00,1988,1062,926,clear-day,65.0,0.0,
2018-05-08 18:00:00,1822,1002,820,clear-day,64.0,0.0,
2018-05-08 19:00:00,1375,649,726,clear-day,62.0,0.0,
2018-05-08 20:00:00,882,356,526,clear-night,60.0,0.0,
2018-05-08 21:00:00,528,179,349,clear-night,58.0,0.0,
2018-05-08 22:00:00,215,80,135,clear-night,56.0,0.0,
2018-05-08 23:00:00,90,46,44,clear-night,55.0,0.0,
2018-05-09 00:00:00,44,26,18,clear-night,54.0,0.0,
2018-05-09 01:00:00,18,11,7,clear-night,53.0,0.0,
2018-05-09 02:00:00,13,8,5,clear-night,52.0,0.0,
2018-05-09 03:00:00,1,0,1,clear-night,52.0,0.0,
2018-05-09 04:00:00,4,1,3,clear-night,51.0,0.0,
2018-05-09 05:00:00,41,28,13,clear-night,51.0,0.0,
2018-05-09 06:00:00,219,104,115,clear-day,51.0,0.0,
2018-05-09 07:00:00,334,140,194,clear-day,53.0,0.0,
2018-05-09 08:00:00,518,196,322,clear-day,57.0,0.0,
2018-05-09 09:00:00,773,378,395,clear-day,62.0,0.0,
2018-05-09 10:00:00,1324,787,537,clear-day,65.0,0.0,
2018-05-09 11:00:00,1669,869,800,clear-day,68.0,0.0,
2018-05-09 12:00:00,1751,900,851,clear-day,71.0,0.0,
2018-05-09 13:00:00,1729,755,974,clear-day,71.0,0.0,
2018-05-09 14:00:00,1783,866,917,clear-day,69.0,0.0,
2018-05-09 15:00:00,1976,923,1053,clear-day,70.0,0.0,
2018-05-09 16:00:00,2017,989,1028,clear-day,70.0,0.0,
2018-05-09 17:00:00,1824,974,850,clear-day,70.0,0.0,
2018-05-09 18:00:00,1727,982,745,clear-day,67.0,0.0,
2018-05-09 19:00:00,1564,817,747,clear-day,64.0,0.0,
2018-05-09 20:00:00,858,341,517,clear-night,61.0,0.0,
2018-05-09 21:00:00,505,229,276,clear-night,58.0,0.0,
2018-05-09 22:00:00,255,131,124,clear-night,56.0,0.0,
2018-05-09 23:00:00,162,89,73,clear-night,55.0,0.0,
2018-05-10 00:00:00,46,19,27,partly-cloudy-night,53.0,0.0,
2018-05-10 01:00:00,24,14,10,partly-cloudy-night,53.0,0.0,
